Clean_Player,Team,G,A,Pts,plus_minus,Sh,TOI_sec,PIM,FOW,FOL,Games_Played,FO%,TOI
Max Plante,Minnesota-Duluth,9,19,28,5,73,26748.0,16,5.0,10.0,23,33.33333333333333,07:25:48
Max Scott,Brown,12,14,26,-6,82,45386.0,21,463.0,398.0,32,53.7746806039489,12:36:26
Max Smolinski,Rensselaer,5,10,15,-3,74,40009.0,6,0.0,0.0,35,,11:06:49
Max Strand,Vermont,8,14,22,1,51,32172.0,8,161.0,200.0,33,44.59833795013851,08:56:12
Max Vayrynen,Michigan Tech,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
Max Wattvil,Merrimack,0,0,0,-3,9,9708.0,4,0.0,0.0,11,,02:41:48
Maxim Štrbák,Michigan State,3,16,19,6,56,40886.0,16,0.0,0.0,33,,11:21:26
Maxwell Martin,Bowling Green,6,3,9,1,70,24869.0,10,5.0,8.0,32,38.46153846153847,06:54:29
McKay Hayes,Robert Morris,4,6,10,-5,60,25671.0,11,10.0,15.0,33,40.0,07:07:51
Medrick Bolduc,Northern Michigan,2,3,5,-13,24,22082.0,34,37.0,26.0,26,58.730158730158735,06:08:02
Micah Berger,Yale,5,10,15,-9,31,20191.0,6,11.0,6.0,21,64.70588235294117,05:36:31
Michael Abgrall,Holy Cross,8,17,25,2,68,37158.0,56,251.0,317.0,40,44.190140845070424,10:19:18
Michael Callow,Harvard,3,5,8,2,48,22923.0,14,0.0,7.0,30,0.0,06:22:03
Michael Cameron,Massachusetts,3,4,7,-2,29,15595.0,4,7.0,22.0,21,24.137931034482758,04:19:55
Michael Chambre,Mercyhurst,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
Michael Citara,Merrimack,1,0,1,-1,10,6447.0,2,0.0,0.0,9,,01:47:27
Michael Colella,Canisius,4,8,12,-10,41,32339.0,6,8.0,21.0,37,27.586206896551722,08:58:59
Michael Craig,Robert Morris,5,19,24,-3,52,48011.0,6,0.0,0.0,35,,13:20:11
Michael DeAngelo,Michigan State,3,6,9,3,33,19579.0,19,116.0,134.0,33,46.400000000000006,05:26:19
Michael Emerson,Merrimack,6,6,12,1,31,25733.0,0,62.0,115.0,32,35.02824858757062,07:08:53
Michael Feenstra,Miami,1,3,4,-7,6,10662.0,16,0.0,0.0,13,,02:57:42
Michael Felsing,Robert Morris,7,15,22,-12,33,27108.0,2,32.0,57.0,34,35.95505617977528,07:31:48
Michael Hage,Michigan,13,21,34,-9,74,33268.0,23,169.0,203.0,33,45.43010752688172,09:14:28
Michael Hagens,Boston College,1,7,8,5,23,25247.0,5,0.0,1.0,37,0.0,07:00:47
Michael Hodge,Holy Cross,3,1,4,3,25,11909.0,2,3.0,8.0,25,27.27272727272727,03:18:29
Michael Hrabal,Massachusetts,0,0,0,0,0,0.0,0,0.0,0.0,36,,00:00:00
Michael Kadlecik,Air Force,0,3,3,-6,18,14359.0,4,56.0,42.0,22,57.14285714285714,03:59:19
Michael La Starza,Vermont,2,3,5,-6,15,12384.0,4,0.0,0.0,18,,03:26:24
Michael Mastrodomenico,Notre Dame,4,11,15,-4,55,37000.0,18,0.0,1.0,30,0.0,10:16:40
Michael Neumeier,Colgate,8,12,20,10,67,48252.0,9,0.0,0.0,35,,13:24:12
Michael Polston,Long Island,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Michael Quinn,Miami,2,10,12,-26,50,38710.0,4,0.0,0.0,34,,10:45:10
Michael Rubin,Sacred Heart,1,6,7,9,17,23717.0,10,0.0,0.0,31,,06:35:17
Michael Sacco,Army,2,9,11,-7,60,41661.0,35,204.0,269.0,38,43.12896405919662,11:34:21
Michael Schermerhorn,Notre Dame,0,0,0,-1,2,421.0,0,0.0,0.0,1,,00:07:01
Michael Suda,Cornell,0,11,11,12,38,43142.0,24,0.0,0.0,36,,11:59:02
Michael Young,Princeton,0,2,2,-1,8,4467.0,0,0.0,0.0,11,,01:14:27
Mick Frechette,Boston University,0,0,0,1,9,7768.0,8,0.0,0.0,26,,02:09:28
Mick Thompson,Harvard,14,18,32,-5,80,36532.0,2,0.0,2.0,33,0.0,10:08:52
Mickey Burns,Mercyhurst,10,11,21,-6,74,30607.0,23,32.0,32.0,32,50.0,08:30:07
Mike Brown,Lake Superior,0,2,2,4,35,29413.0,47,1.0,0.0,30,100.0,08:10:13
Mike Cataldo,Brown,1,2,3,1,19,16336.0,4,114.0,79.0,28,59.067357512953365,04:32:16
Mike Koster,Minnesota,4,16,20,9,44,42979.0,14,0.0,0.0,40,,11:56:19
Mike Murtagh,Connecticut,0,1,1,-7,33,14269.0,4,2.0,4.0,28,33.33333333333333,03:57:49
Mike Posma,Boston College,4,5,9,4,59,30254.0,16,211.0,191.0,37,52.48756218905473,08:24:14
Mikey Adamson,Sacred Heart,12,15,27,11,61,46084.0,14,0.0,0.0,37,,12:48:04
Mikhail Yegorov,Boston University,0,1,1,0,0,0.0,0,0.0,0.0,18,,00:00:00
Miles Gunty,Princeton,3,7,10,-4,35,21404.0,4,3.0,4.0,29,42.857142857142854,05:56:44
Mirko Buttazzoni,Mass.-Lowell,5,14,19,-3,72,33707.0,16,17.0,18.0,32,48.57142857142857,09:21:47
Mitch Allard,Lindenwood,1,4,5,1,34,22739.0,33,117.0,119.0,32,49.57627118644068,06:18:59
Mitch Deelstra,Robert Morris,12,5,17,-15,73,30588.0,34,49.0,96.0,35,33.793103448275865,08:29:48
Mitch Wolfe,Bemidji State,2,6,8,-8,68,46247.0,12,0.0,0.0,38,,12:50:47
Mitchell Becker,Mass.-Lowell,1,2,3,-5,10,10201.0,8,0.0,0.0,17,,02:50:01
Mitchell Day,Niagara,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Mitchell Digby,Air Force,3,4,7,6,30,24391.0,4,0.0,0.0,36,,06:46:31
Morgan Winters,New Hampshire,2,12,14,4,44,26536.0,8,20.0,16.0,26,55.55555555555556,07:22:16
Myles Hilman,Omaha,6,6,12,14,51,20691.0,4,2.0,2.0,25,50.0,05:44:51
NIck Mikan,St. Thomas,0,0,0,-2,2,1886.0,2,0.0,0.0,5,,00:31:26
Nace Langus,Augustana,6,10,16,8,44,26960.0,8,45.0,50.0,29,47.368421052631575,07:29:20
Nate Benoit,Quinnipiac,0,2,2,1,8,13396.0,4,0.0,0.0,24,,03:43:16
Nate Hanley,Union,10,18,28,-3,79,36729.0,4,205.0,229.0,35,47.235023041474655,10:12:09
Nate Morgan,Dartmouth,4,0,4,4,8,6039.0,0,0.0,2.0,17,0.0,01:40:39
Nate Schweitzer,Lake Superior,3,15,18,-9,54,40894.0,42,1.0,0.0,34,100.0,11:21:34
Nathan Airey,Minnesota,0,1,1,0,0,0.0,0,0.0,0.0,19,,00:00:00
Nathan King,Merrimack,0,2,2,-2,6,5782.0,2,0.0,0.0,11,,01:36:22
Nathan Lewis,Ohio State,2,4,6,2,26,18874.0,2,2.0,2.0,28,50.0,05:14:34
Nathan Mackie,Michigan State,0,1,1,-1,7,4176.0,6,19.0,13.0,9,59.375,01:09:36
Nathan McBrayer,Ohio State,4,6,10,9,47,46711.0,22,0.0,0.0,40,,12:58:31
Nathan Oickle,Niagara,3,6,9,9,47,32785.0,14,0.0,1.0,37,0.0,09:06:25
Nathan Rickey,Alaska,1,3,4,1,30,18122.0,6,0.0,0.0,24,,05:02:02
Nathan Sullivan,Rensselaer,2,2,4,1,8,10192.0,0,1.0,0.0,21,100.0,02:49:52
Nic Belpedio,Colgate,3,6,9,-10,27,20583.0,6,0.0,0.0,31,,05:43:03
Nic Petruolo,Holy Cross,1,7,8,13,26,27224.0,54,0.0,0.0,27,,07:33:44
Nicholas Beneteau,St. Lawrence,2,5,7,-16,42,25501.0,6,153.0,157.0,32,49.354838709677416,07:05:01
Nicholas Bevilacqua,Bentley,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Nicholas DeGraves,Penn State,4,5,9,3,28,20124.0,8,77.0,75.0,33,50.6578947368421,05:35:24
Nicholas Grabko,Alaska,0,0,0,0,0,0.0,4,0.0,0.0,20,,00:00:00
Nicholas Kempf,Notre Dame,0,0,0,0,0,0.0,0,0.0,0.0,13,,00:00:00
Nicholas Niemo,Maine,3,2,5,0,24,11923.0,21,0.0,2.0,23,0.0,03:18:43
Nicholas Trela,Long Island,1,4,5,-1,18,12009.0,21,4.0,4.0,21,50.0,03:20:09
Nicholas Wallace,American Int'l,0,0,0,0,0,64.0,0,0.0,0.0,1,,00:01:04
Nicholas Wolfenberg,Cornell,1,1,2,2,8,6082.0,2,0.0,0.0,13,,01:41:22
Nick Ahern,Vermont,0,1,1,-1,7,2368.0,0,0.0,0.0,3,,00:39:28
Nick Anderson,Mass.-Lowell,2,12,14,-1,26,38318.0,14,0.0,1.0,35,0.0,10:38:38
Nick Bernardo,Long Island,1,3,4,-2,18,19769.0,10,0.0,0.0,25,,05:29:29
Nick Bochen,Bentley,9,21,30,15,110,59207.0,31,0.0,0.0,40,,16:26:47
Nick Cafarelli,RIT,1,7,8,-6,31,25209.0,34,10.0,16.0,33,38.46153846153847,07:00:09
Nick Carabin,Connecticut,3,6,9,7,60,44065.0,16,0.0,0.0,39,,12:14:25
Nick DeSantis,Cornell,8,6,14,11,45,26660.0,24,5.0,2.0,33,71.42857142857143,07:24:20
Nick Donato,Miami,0,0,0,-8,6,11988.0,21,0.0,2.0,13,0.0,03:19:48
Nick Fascia,Penn State,0,3,3,-6,16,21960.0,13,0.0,0.0,27,,06:06:00
Nick Haas,Colgate,0,0,0,0,0,0.0,0,0.0,0.0,7,,00:00:00
Nick Marciano,Princeton,4,10,14,-5,51,36241.0,4,0.0,0.0,30,,10:04:01
Nick Michel,Minnesota,1,3,4,5,10,3785.0,17,0.0,0.0,10,,01:03:05
Nick Moldenhauer,Michigan,3,7,10,1,34,24709.0,4,16.0,10.0,29,61.53846153846154,06:51:49
Nick Nardecchia,Ferris State,2,6,8,-6,42,26900.0,14,80.0,111.0,33,41.8848167539267,07:28:20
Nick O'Hanisain,Bowling Green,0,0,0,0,1,658.0,0,0.0,0.0,4,,00:10:58
Nick Pierre,Merrimack,5,11,16,-8,94,33544.0,8,8.0,9.0,34,47.05882352941176,09:19:04
Nick Poisson,Providence,8,8,16,3,69,34775.0,16,12.0,18.0,37,40.0,09:39:35
Nick Portz,St. Cloud State,4,1,5,-11,31,22467.0,12,1.0,5.0,33,16.666666666666664,06:14:27
Nick Remissong,Air Force,4,11,15,-9,55,36945.0,14,4.0,8.0,36,33.33333333333333,10:15:45
Nick Rhéaume,Northeastern,2,2,4,-16,49,32765.0,39,8.0,9.0,37,47.05882352941176,09:06:05
Nick Ring,New Hampshire,9,11,20,-14,52,37022.0,4,198.0,239.0,35,45.30892448512586,10:17:02
Nick Roukounakis,Boston University,0,5,5,-1,14,8491.0,12,2.0,1.0,21,66.66666666666666,02:21:31
Nick Sajevic,Air Force,2,5,7,0,33,15184.0,4,44.0,50.0,20,46.808510638297875,04:13:04
Nick Strom,Rensselaer,0,1,1,0,8,5683.0,2,0.0,0.0,6,,01:34:43
Nick Traggio,Brown,1,3,4,3,36,23226.0,10,0.0,0.0,26,,06:27:06
Nick VanTassell,Massachusetts,2,2,4,-10,23,19693.0,11,3.0,4.0,37,42.857142857142854,05:28:13
Nick Williams,Michigan Tech,0,8,8,7,39,39105.0,10,1.0,0.0,34,100.0,10:51:45
Nick Young,Union,2,8,10,12,53,41671.0,18,0.0,0.0,36,,11:34:31
Nicklas Andrews,Michigan State,2,16,18,28,48,46703.0,14,0.0,0.0,37,,12:58:23
Nico DeVita,Ferris State,1,3,4,-2,39,39196.0,21,0.0,5.0,36,0.0,10:53:16
Nicolas Ardanaz,Northern Michigan,0,3,3,-8,36,29663.0,6,0.0,0.0,26,,08:14:23
Nik Armstrong-Kingkade,Bentley,12,15,27,7,90,38092.0,16,0.0,0.0,38,,10:34:52
Nik Hong,Army,11,11,22,-9,66,36920.0,10,318.0,290.0,36,52.30263157894737,10:15:20
Nikita Nikora,Dartmouth,4,26,30,-8,50,37404.0,4,7.0,7.0,33,50.0,10:23:24
Niko Jovanovic,Notre Dame,1,0,1,-6,14,5728.0,0,0.0,2.0,12,0.0,01:35:28
Niko Rexine,Colgate,5,10,15,6,39,27549.0,12,160.0,211.0,33,43.126684636118604,07:39:09
Nikolai Jenson,New Hampshire,2,4,6,0,34,39394.0,33,1.0,0.0,28,100.0,10:56:34
Nikolai Tishkevich,American Int'l,0,0,0,0,0,62.0,0,0.0,0.0,1,,00:01:02
Nils Forselius,Army,7,15,22,5,60,33658.0,18,5.0,6.0,35,45.45454545454545,09:20:58
Nils Wallstrom,Merrimack,0,0,0,0,1,0.0,2,0.0,0.0,11,,00:00:00
Noah Altman,Quinnipiac,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Noah Alvarez,Army,0,0,0,-2,2,1780.0,0,0.0,0.0,3,,00:29:40
Noah Barlage,Alaska,0,2,2,6,3,10473.0,2,0.0,0.0,15,,02:54:33
Noah Beck,Arizona State,5,28,33,12,66,50231.0,28,0.0,0.0,37,,13:57:11
Noah Carlin,Niagara,4,3,7,1,41,44472.0,18,0.0,0.0,37,,12:21:12
Noah Ellis,Omaha,1,3,4,-10,21,21153.0,8,0.0,1.0,26,0.0,05:52:33
Noah Eyre,Quinnipiac,0,0,0,0,2,1696.0,0,0.0,0.0,5,,00:28:16
Noah Giesbrecht,Rensselaer,0,1,1,0,0,0.0,0,0.0,0.0,30,,00:00:00
Noah Grannan,Penn State,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Noah Hackett,Niagara,11,7,18,-1,89,24766.0,10,11.0,9.0,36,55.00000000000001,06:52:46
Noah Houle,Lindenwood,4,12,16,7,57,34543.0,26,1.0,1.0,32,50.0,09:35:43
Noah Laba,Colorado College,10,16,26,10,61,32710.0,25,279.0,208.0,29,57.28952772073922,09:05:10
Noah Pak,Yale,0,0,0,0,0,0.0,0,0.0,0.0,8,,00:00:00
Noah Powell,Ohio State,2,3,5,0,21,12449.0,4,4.0,0.0,17,100.0,03:27:29
Noah Quinn,Bemidji State,6,2,8,2,31,17068.0,12,6.0,8.0,21,42.857142857142854,04:44:28
Noah Rupprecht,Long Island,0,1,1,0,0,0.0,0,0.0,0.0,16,,00:00:00
Noah Serdachny,American Int'l,4,12,16,-10,71,33223.0,10,72.0,81.0,37,47.05882352941176,09:13:43
Noah Wakeford,Brown,0,0,0,0,0,408.0,0,1.0,1.0,2,50.0,00:06:48
Noah West,Ferris State,0,1,1,0,0,0.0,0,0.0,0.0,35,,00:00:00
Noah de la Durantaye,Princeton,4,6,10,-12,56,36987.0,8,0.0,0.0,29,,10:16:27
Nolan Cunningham,Air Force,5,13,18,-15,84,52967.0,26,0.0,0.0,40,,14:42:47
Nolan Gagnon,Alaska-Anchorage,0,2,2,-1,20,19504.0,4,0.0,1.0,20,0.0,05:25:04
Nolan Hayes,Northeastern,0,0,0,0,1,1631.0,2,0.0,0.0,5,,00:27:11
Nolan Joyce,Boston College,0,0,0,2,12,8522.0,4,0.0,0.0,17,,02:22:02
Nolan Krenzen,Omaha,0,11,11,5,38,46878.0,18,0.0,0.0,36,,13:01:18
Nolan Renwick,Maine,9,15,24,25,68,39987.0,22,392.0,304.0,38,56.32183908045977,11:06:27
Oak MacLeod,St. Lawrence,0,0,0,0,4,2488.0,0,0.0,0.0,4,,00:41:28
Ocean Wallace,St. Cloud State,0,0,0,0,0,1148.0,4,0.0,0.0,2,,00:19:08
Oliver Bezick,Michigan Tech,0,0,0,0,0,1090.0,0,0.0,0.0,5,,00:18:10
Oliver Flynn,Connecticut,1,0,1,1,6,3645.0,2,0.0,2.0,8,0.0,01:00:45
Oliver Moberg,Clarkson,0,0,0,0,8,7228.0,6,41.0,59.0,13,41.0,02:00:28
Oliver Moore,Minnesota,12,21,33,13,108,40685.0,6,355.0,319.0,38,52.6706231454006,11:18:05
Oliver Salo,Bentley,2,4,6,3,37,21505.0,8,1.0,0.0,31,100.0,05:58:25
Oliver Tarr,Canisius,8,7,15,-6,71,25205.0,8,0.0,5.0,30,0.0,07:00:05
Ondrej Psenicka,Cornell,9,13,22,9,56,31331.0,10,15.0,13.0,30,53.57142857142857,08:42:11
Onni Leppänen,Long Island,6,9,15,-5,27,16031.0,2,0.0,1.0,19,0.0,04:27:11
Oscar Geschwind,American Int'l,5,7,12,-3,55,31563.0,4,15.0,24.0,36,38.46153846153847,08:46:03
Oskar Bakkevig,Bentley,10,6,16,3,59,24381.0,29,83.0,76.0,28,52.20125786163522,06:46:21
Oskar Jellvik,Boston College,4,9,13,6,39,23275.0,10,24.0,46.0,23,34.285714285714285,06:27:55
Oskar Komarov,Maine,2,5,7,3,48,23741.0,4,99.0,119.0,37,45.412844036697244,06:35:41
Oskari Vuorio,Dartmouth,1,0,1,2,3,1066.0,0,0.0,0.0,4,,00:17:46
Owen Baker,Michigan Tech,3,2,5,-8,42,20349.0,2,24.0,25.0,33,48.97959183673469,05:39:09
Owen Bartoszkiewicz,Lindenwood,0,0,0,0,0,0.0,4,0.0,0.0,29,,00:00:00
Owen Baumgartner,Augustana,2,9,11,4,46,21167.0,21,0.0,0.0,21,,05:52:47
Owen Beckner,Colorado College,7,20,27,8,48,34249.0,4,117.0,108.0,37,52.0,09:30:49
Owen Bohn,Augustana,6,6,12,1,37,18747.0,8,3.0,5.0,23,37.5,05:12:27
Owen Cole,Mass.-Lowell,8,12,20,1,73,41241.0,6,261.0,276.0,36,48.60335195530726,11:27:21
Owen Dubois,Air Force,3,3,6,-9,36,31874.0,23,182.0,163.0,34,52.7536231884058,08:51:14
Owen Forester,Yale,0,0,0,-3,2,1302.0,0,0.0,0.0,2,,00:21:42
Owen Fowler,Maine,10,10,20,5,87,38200.0,16,44.0,71.0,38,38.26086956521739,10:36:40
Owen Gallatin,Minnesota-Duluth,4,11,15,-8,78,48734.0,15,0.0,0.0,36,,13:32:14
Owen Kim,Holy Cross,3,4,7,-3,45,20632.0,39,19.0,12.0,26,61.29032258064516,05:43:52
Owen Lindmark,Wisconsin,5,4,9,-13,54,35571.0,12,363.0,238.0,37,60.39933444259567,09:52:51
Owen McLaughlin,North Dakota,5,25,30,3,72,39768.0,6,20.0,30.0,38,40.0,11:02:48
Owen Mehlenbacher,Wisconsin,4,2,6,-2,33,13804.0,2,54.0,46.0,25,54.0,03:50:04
Owen Michaels,Western Michigan,18,18,36,27,105,46541.0,6,318.0,291.0,42,52.21674876847291,12:55:41
Owen Murray,Massachusetts,5,9,14,5,73,53143.0,16,0.0,0.0,40,,14:45:43
Owen Neuharth,Colgate,3,6,9,3,18,17870.0,8,35.0,64.0,29,35.35353535353536,04:57:50
Owen Nolan,Army,0,0,0,-2,6,7053.0,10,0.0,0.0,8,,01:57:33
Owen Ozar,Bowling Green,1,0,1,-2,18,8043.0,2,2.0,0.0,15,100.0,02:14:03
Owen Say,Notre Dame,0,0,0,0,0,0.0,0,0.0,0.0,27,,00:00:00
Owen Simpson,Connecticut,0,2,2,2,4,2607.0,0,0.0,0.0,5,,00:43:27
Owen West,Michigan State,0,3,3,9,33,24337.0,20,0.0,0.0,34,,06:45:37
Parker Lindauer,Union,3,11,14,-3,54,36563.0,10,167.0,148.0,34,53.01587301587302,10:09:23
Parker Murray,Cornell,0,0,0,0,1,1438.0,2,0.0,0.0,4,,00:23:58
Pat Lawn,Bentley,0,0,0,2,2,3730.0,2,0.0,0.0,8,,01:02:10
Pat Reilly,Princeton,0,0,0,-1,2,3303.0,2,0.0,0.0,9,,00:55:03
Patrick Geary,Michigan State,1,6,7,4,52,41569.0,43,0.0,0.0,37,,11:32:49
Patrick Guzzo,Ohio State,9,7,16,8,60,36516.0,8,308.0,314.0,36,49.51768488745981,10:08:36
Patrick Johnson,Robert Morris,3,5,8,-5,39,27868.0,24,208.0,209.0,34,49.88009592326139,07:44:28
Patrick Schmiedlin,Lindenwood,5,4,9,6,22,11752.0,4,5.0,4.0,14,55.55555555555556,03:15:52
Patrik Satosaari,Bemidji State,3,7,10,-8,23,28402.0,4,0.0,0.0,30,,07:53:22
Patriks Berzins,Maine,0,0,0,0,0,0.0,0,0.0,0.0,2,,00:00:00
Paul Fischer,Notre Dame,2,19,21,-19,58,46316.0,16,1.0,0.0,36,100.0,12:51:56
Paul Minnehan,Sacred Heart,1,3,4,0,13,8574.0,2,1.0,1.0,14,50.0,02:22:54
Pavol Funtek,Alaska-Anchorage,1,1,2,-2,5,12403.0,6,0.0,0.0,17,,03:26:43
Payton Matsui,Augustana,8,13,21,17,76,40703.0,2,186.0,222.0,34,45.588235294117645,11:18:23
Peter Kramer,Bentley,0,4,4,2,25,11629.0,8,0.0,0.0,22,,03:13:49
Peter LaJoy,Denver,0,0,0,0,1,41.0,2,0.0,0.0,5,,00:00:41
Petter Wickström Stumer,Canisius,0,0,0,0,0,0.0,0,0.0,0.0,15,,00:00:00
Peyton Grainer,American Int'l,0,0,0,0,0,0.0,0,0.0,0.0,12,,00:00:00
Peyton Platter,Alaska,2,11,13,-6,61,36371.0,24,91.0,144.0,32,38.72340425531915,10:06:11
Philip Fankl,Michigan Tech,1,0,1,-4,23,8812.0,0,27.0,32.0,23,45.76271186440678,02:26:52
Philip Svedebäck,Providence,0,2,2,0,0,0.0,0,0.0,0.0,26,,00:00:00
Philip Tresca,Harvard,4,8,12,1,45,30887.0,6,104.0,128.0,31,44.827586206896555,08:34:47
Philip Törnqvist,Vermont,2,6,8,-7,27,38642.0,4,0.0,0.0,33,,10:44:02
Philippe Blais-Savoie,Colorado College,4,11,15,4,61,30527.0,10,0.0,0.0,30,,08:28:47
Philippe Chapleau,St. Lawrence,3,8,11,-17,29,47829.0,12,0.0,1.0,35,0.0,13:17:09
Philippe Jacques,RIT,4,2,6,-18,40,22951.0,6,131.0,157.0,34,45.48611111111111,06:22:31
Philippe Lapointe,Michigan,6,6,12,3,30,24548.0,10,2.0,5.0,34,28.57142857142857,06:49:08
Pierce Charleson,Niagara,0,0,0,0,0,0.0,0,0.0,0.0,34,,00:00:00
Pierce Patterson,Army,2,7,9,-3,43,32945.0,12,0.0,0.0,38,,09:09:05
Pierson Brandon,Mass.-Lowell,6,2,8,-1,54,36649.0,16,1.0,1.0,34,50.0,10:10:49
Porter Schachle,Alaska-Anchorage,4,1,5,-4,37,17530.0,20,47.0,58.0,21,44.761904761904766,04:52:10
Quentin Sigurdson,Northeastern,0,1,1,0,0,0.0,0,0.0,0.0,6,,00:00:00
Quinn Disher,Michigan Tech,0,0,0,0,0,177.0,0,0.0,0.0,1,,00:02:57
Quinn Emerson,Bowling Green,6,8,14,6,62,29101.0,10,1.0,2.0,35,33.33333333333333,08:05:01
Quinn Finley,Wisconsin,20,20,40,-2,139,39926.0,31,2.0,11.0,37,15.384615384615385,11:05:26
Quinn Hutson,Boston University,23,27,50,17,148,39408.0,33,2.0,3.0,38,40.0,10:56:48
Quinn Rudrud,Augustana,6,3,9,-2,53,23246.0,27,4.0,4.0,32,50.0,06:27:26
Quinton Pepper,St. Thomas,1,1,2,-5,33,18990.0,4,51.0,102.0,34,33.33333333333333,05:16:30
Raimonds Vitolins,Miami,4,10,14,-13,47,28657.0,12,126.0,116.0,31,52.066115702479344,07:57:37
Rainers Darzins,Niagara,0,0,0,-2,0,998.0,0,0.0,0.0,3,,00:16:38
Rainers Rullers,Rensselaer,5,8,13,-8,37,32869.0,25,232.0,255.0,34,47.63860369609856,09:07:49
Ralfs Bergmanis,Minnesota State,3,9,12,16,33,38733.0,29,1.0,3.0,36,25.0,10:45:33
Raphael Gaughan,New Hampshire,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Rasmus Larsson,Northern Michigan,3,0,3,-9,34,27174.0,14,0.0,0.0,29,,07:32:54
Ray Christy,St. Thomas,0,0,0,-9,4,11069.0,8,8.0,25.0,21,24.242424242424242,03:04:29
Ray Fust,Clarkson,2,2,4,-3,17,12845.0,2,0.0,1.0,19,0.0,03:34:05
Ray Murakami,Niagara,2,2,4,6,12,9908.0,2,0.0,0.0,17,,02:45:08
Raythan Robbins,Bemidji State,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Reagan Milburn,Lake Superior,7,5,12,-5,50,19096.0,18,1.0,1.0,24,50.0,05:18:16
Red Savage,Michigan State,5,6,11,6,35,19104.0,6,96.0,91.0,20,51.33689839572193,05:18:24
Reese Laubach,Penn State,15,15,30,9,95,36739.0,59,143.0,167.0,35,46.12903225806452,10:12:19
Reid Irwin,Colgate,6,11,17,0,54,45935.0,8,0.0,0.0,32,,12:45:35
Reid Pabich,Sacred Heart,13,15,28,13,78,39365.0,18,1.0,4.0,39,20.0,10:56:05
Reilly Connors,St. Lawrence,2,7,9,-14,51,31459.0,24,274.0,279.0,35,49.54792043399638,08:44:19
Reilly Funk,Bemidji State,7,16,23,1,77,32891.0,21,183.0,238.0,36,43.46793349168646,09:08:11
Remington Keopple,Cornell,0,1,1,0,0,0.0,0,0.0,0.0,5,,00:00:00
Ren Morque,Air Force,0,7,7,9,44,37275.0,2,0.0,0.0,39,,10:21:15
Rhett Pitlick,Minnesota State,13,27,40,32,96,43380.0,14,0.0,1.0,39,0.0,12:03:00
Rhys Bentham,Yale,1,3,4,-1,11,8892.0,2,0.0,0.0,8,,02:28:12
Rhys Chiddenton,Bemidji State,0,4,4,-2,30,10278.0,4,0.0,0.0,17,,02:51:18
Rico DiMatteo,New Hampshire,0,0,0,0,0,0.0,0,0.0,0.0,8,,00:00:00
Rieger Lorenz,Denver,6,14,20,14,86,47003.0,18,11.0,11.0,44,50.0,13:03:23
Rihards Simanovics,Miami,1,3,4,-15,26,31379.0,10,1.0,0.0,34,100.0,08:42:59
Riley Bodnarchuk,Minnesota-Duluth,0,0,0,1,2,4681.0,6,0.0,0.0,13,,01:18:01
Riley Brueck,Union,3,7,10,-1,31,29158.0,6,1.0,1.0,33,50.0,08:05:58
Riley Fitzgerald,Mercyhurst,7,7,14,-17,48,27195.0,6,41.0,62.0,33,39.80582524271845,07:33:15
Riley Rosenthal,Stonehill,0,0,0,-2,1,2220.0,0,0.0,0.0,3,,00:37:00
Riley Stuart,Colorado College,1,0,1,-7,20,10938.0,36,21.0,29.0,21,42.0,03:02:18
Riley Thompson,Ohio State,17,16,33,12,123,44716.0,32,327.0,408.0,40,44.48979591836735,12:25:16
Riley Wallack,Long Island,6,5,11,4,31,13334.0,8,143.0,122.0,14,53.9622641509434,03:42:14
Roan Clarke,Dartmouth,0,0,0,0,0,0.0,0,0.0,0.0,17,,00:00:00
Robby Drazner,Western Michigan,5,9,14,18,33,47316.0,6,0.0,0.0,42,,13:08:36
Robby Newton,Colgate,3,6,9,7,29,15907.0,8,56.0,99.0,25,36.12903225806451,04:25:07
Robert Cronin,New Hampshire,17,11,28,-5,57,33460.0,20,186.0,191.0,35,49.3368700265252,09:17:40
Robert Kincaid,Canisius,2,4,6,-6,38,27019.0,0,0.0,0.0,24,,07:30:19
Ronan O'Donnell,Yale,11,9,20,-10,68,28015.0,31,7.0,6.0,29,53.84615384615385,07:46:55
Ronan Walsh,New Hampshire,0,0,0,2,2,3579.0,15,0.0,0.0,15,,00:59:39
Rorke Applebee,Lake Superior,0,0,0,0,0,0.0,2,0.0,0.0,31,,00:00:00
Ross Mitton,Maine,4,7,11,10,51,27350.0,38,3.0,5.0,32,37.5,07:35:50
Ross Roloson,Niagara,3,11,14,4,64,51758.0,6,0.0,0.0,37,,14:22:38
Ryan Alexander,Arizona State,3,5,8,11,43,21951.0,6,29.0,21.0,31,57.99999999999999,06:05:51
Ryan Beck,Colorado College,0,7,7,-13,28,19891.0,8,18.0,10.0,27,64.28571428571429,05:31:31
Ryan Botterill,Wisconsin,4,3,7,-12,56,22795.0,2,0.0,0.0,31,,06:19:55
